Detailed activity log for 2025-08-27

           id     timestamp  category  duration                                                                                                                                                                     window_title  synced       source  local_date
75      17482  1.756291e+09    wasted        94                                                                       venus williams vs. karolina muchova extended highlights | 2025 us open round 1 - youtube — mozilla firefox       1  cen-xps8900  2025-08-27
76      17483  1.756291e+09    family        95                                                                                                                         us open tennis championships - youtube — mozilla firefox       1  cen-xps8900  2025-08-27
77      17484  1.756291e+09    wasted       346                                                                                alexandra eala vs. clara tauson match tiebreak | 2025 us open round 1 - youtube — mozilla firefox       1  cen-xps8900  2025-08-27
78      17485  1.756292e+09      mail         9                                                                                                        new text message from 64241 - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
79      17486  1.756292e+09      mail         3                                                                                             new group message from (609) 937-7278. - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
80      17487  1.756292e+09      mail         2                                                                                             new group message from (201) 739-2141. - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
81      17488  1.756292e+09      mail         4                                                                                                        new text message from 89464 - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
82      17489  1.756292e+09      mail        16                                                                                                                          inbox (1) - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
83      17490  1.756292e+09      mail         5                                                                                           your shipment was delivered 745695481360 - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
84      17491  1.756292e+09      mail         5                                                                                                                          inbox (1) - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
85      17492  1.756292e+09    wasted         5                                                                                                                                                                  mozilla firefox       1  cen-xps8900  2025-08-27
86      17493  1.756292e+09  learning         2                                                                                                                                     apple card - google search — mozilla firefox       1  cen-xps8900  2025-08-27
87      17494  1.756292e+09    coding        11                                                                                                                                             apple card | apply — mozilla firefox       1  cen-xps8900  2025-08-27
88      17495  1.756292e+09    coding         6                                                                                                                                         apple card application — mozilla firefox       1  cen-xps8900  2025-08-27
89      17496  1.756292e+09    coding        23                                                                                                                                                sign in - apple — mozilla firefox       1  cen-xps8900  2025-08-27
90      17497  1.756292e+09      mail         3                                                                                                                          inbox (2) - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
91      17498  1.756292e+09      mail         2                                                                                                        new text message from 64241 - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
92      17499  1.756292e+09    coding        27                                                                                                                                         apple card application — mozilla firefox       1  cen-xps8900  2025-08-27
93      17500  1.756292e+09      mail         2                                                                                                        new text message from 64241 - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
94      17501  1.756292e+09      mail         4                                                                                                your apple card payment is due soon - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
95      17502  1.756292e+09  learning        36                                                                                                                how to make apple card payments - apple support — mozilla firefox       1  cen-xps8900  2025-08-27
96      17503  1.756292e+09    coding         8                                                                                                                             apple card - how-to videos - apple — mozilla firefox       1  cen-xps8900  2025-08-27
97      17504  1.756292e+09    coding        13                                                                                                                                         apple card application — mozilla firefox       1  cen-xps8900  2025-08-27
98      17505  1.756292e+09    coding       183                                                                                                                             apple card - how-to videos - apple — mozilla firefox       1  cen-xps8900  2025-08-27
99      17506  1.756292e+09    coding        10                                                                                                                                             apple card - apple — mozilla firefox       1  cen-xps8900  2025-08-27
100     17507  1.756292e+09      mail        25                                                                                                your apple card payment is due soon - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
101     17508  1.756292e+09    coding        40                                                                                                                                             apple card - apple — mozilla firefox       1  cen-xps8900  2025-08-27
102     17509  1.756292e+09    coding        16                                                                                                                      apple card - monthly installments - apple — mozilla firefox       1  cen-xps8900  2025-08-27
103     17510  1.756292e+09      mail         6                                                                                                your apple card payment is due soon - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
104     17511  1.756292e+09  learning        16                                                                                                                how to make apple card payments - apple support — mozilla firefox       1  cen-xps8900  2025-08-27
105     17512  1.756292e+09  learning         5                                                                                            how to view and pay apple card monthly installments - apple support — mozilla firefox       1  cen-xps8900  2025-08-27
106     17513  1.756292e+09    coding        19                                                                                                    view apple card monthly installments online - apple support — mozilla firefox       1  cen-xps8900  2025-08-27
107     17514  1.756292e+09    coding        20                                                                                                                                                     apple card — mozilla firefox       1  cen-xps8900  2025-08-27
108     17515  1.756292e+09      mail         2                                                                                                your apple card payment is due soon - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
109     17516  1.756292e+09      mail         3                                                                                                        new text message from 83356 - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
110     17517  1.756292e+09    coding       164                                                                                                                                                     apple card — mozilla firefox       1  cen-xps8900  2025-08-27
111     17518  1.756293e+09    coding       288                                                                                                                                                     apple card — mozilla firefox       1  cen-xps8900  2025-08-27
112     17519  1.756293e+09    coding        12                                                                                                                                                     apple card — mozilla firefox       1  cen-xps8900  2025-08-27
113     17520  1.756293e+09    family         4                                                                                                                                        td bank - google search — mozilla firefox       1  cen-xps8900  2025-08-27
114     17521  1.756293e+09    family        48                                                                                                                                         td bank online banking — mozilla firefox       1  cen-xps8900  2025-08-27
115     17522  1.756293e+09    coding        17                                                                                                                                                       accounts — mozilla firefox       1  cen-xps8900  2025-08-27
116     17523  1.756293e+09    coding         3                                                                                                                                                     apple card — mozilla firefox       1  cen-xps8900  2025-08-27
117     17524  1.756293e+09    coding         5                                                                                                                                                       accounts — mozilla firefox       1  cen-xps8900  2025-08-27
118     17525  1.756293e+09    coding        15                                                                                                                                                     apple card — mozilla firefox       1  cen-xps8900  2025-08-27
119     17526  1.756293e+09    coding        44                                                                                                                                                     apple card — mozilla firefox       1  cen-xps8900  2025-08-27
120     17527  1.756293e+09      mail         3                                                                                                                          inbox (1) - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
121     17528  1.756293e+09      mail         4                                                                                                                            starred - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
122     17529  1.756293e+09      mail         8                                             appointment reminder: colonial volkswagen subaru appointment on sep 2, 2025 8:30:00 am - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
123     17530  1.756293e+09    wasted         3                                                                                                                                                     start page — mozilla firefox       1  cen-xps8900  2025-08-27
124     17531  1.756293e+09    wasted         7                                                                                                                                                    review page — mozilla firefox       1  cen-xps8900  2025-08-27
125     17532  1.756293e+09      mail         4                                             appointment reminder: colonial volkswagen subaru appointment on sep 2, 2025 8:30:00 am - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
126     17533  1.756293e+09      mail         7                                                                                                                            starred - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
127     17534  1.756293e+09      mail         8                                                                                    saxon global inc. is requesting you few details - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
128     17535  1.756293e+09      mail        21                                                                                                                            starred - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
129     17536  1.756293e+09      mail        12                                                                                    your shipment is ready for pickup 745695481360. - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
130     17537  1.756293e+09      mail        15                                                                                                                            starred - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
131     17538  1.756293e+09      mail         7                                                                  evgenii to interview cen for c++ role (contract to hire usa/perm) - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
132     17539  1.756293e+09      mail        30                                                                                                                            starred - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
133     17540  1.756293e+09  learning        36                                                                                                                                                                           plasma       1  cen-xps8900  2025-08-27
134     17541  1.756293e+09      mail         5                                                                                                                            starred - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
135     17542  1.756293e+09  learning         4                                                                                                                                                                           plasma       1  cen-xps8900  2025-08-27
136     17543  1.756293e+09  learning        33                                                                                                                                                                           plasma       1  cen-xps8900  2025-08-27
137     17544  1.756293e+09    coding         6                                                                                                                                     2025-08-25 - crlog_laptop - obsidian v1.9.12       1  cen-xps8900  2025-08-27
138     17545  1.756293e+09    coding        58                                                                                                                                     2025-08-26 - crlog_laptop - obsidian v1.9.12       1  cen-xps8900  2025-08-27
139     17546  1.756293e+09    coding        24                                                                                                                                     2025-08-25 - crlog_laptop - obsidian v1.9.12       1  cen-xps8900  2025-08-27
140     17547  1.756293e+09    wasted        14                                                                                                                                                       bill pay — mozilla firefox       1  cen-xps8900  2025-08-27
141     17548  1.756293e+09    coding        23                                                                                                                                     2025-08-25 - crlog_laptop - obsidian v1.9.12       1  cen-xps8900  2025-08-27
142     17549  1.756293e+09    gaming         3                                                                                                                       fidelity netbenefits | employee benefits — mozilla firefox       1  cen-xps8900  2025-08-27
143     17550  1.756293e+09      mail         6                                                                                                                            starred - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
144     17551  1.756293e+09    gaming         3                                                                                                                                              portfolio summary — mozilla firefox       1  cen-xps8900  2025-08-27
145     17552  1.756293e+09    gaming       120                                                                                                                                            portfolio positions — mozilla firefox       1  cen-xps8900  2025-08-27
146     17553  1.756293e+09      mail         3                                                                                                                            starred - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
147     17554  1.756293e+09    coding        12                                                                                                                                     2025-08-25 - crlog_laptop - obsidian v1.9.12       1  cen-xps8900  2025-08-27
148     17555  1.756293e+09  learning         5                                                                                                                                                  jobhunting2025 : bash — konsole       1  cen-xps8900  2025-08-27
149     17556  1.756332e+09      idle         0                                                                                                                                                                   Computer Sleep       1  cen-xps8900  2025-08-27
150     17557  1.756332e+09  learning        27                                                                                                                                                                             kate       1  cen-xps8900  2025-08-27
151     17558  1.756332e+09    coding        20                                                                                                                                                               updates — discover       1  cen-xps8900  2025-08-27
152     17559  1.756332e+09      idle         0                                                                                                                                                                   Computer Sleep       1  cen-xps8900  2025-08-27
153     17560  1.756332e+09    coding        16                                                                                                                                                               updates — discover       1  cen-xps8900  2025-08-27
154     17561  1.756332e+09    coding         4                                                                                                                                                     consumer 8 — mozilla firefox       1  cen-xps8900  2025-08-27
155     17562  1.756332e+09      mail         4                                                                                                                            starred - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
156     17563  1.756332e+09      mail        91                                                                                                                          inbox (1) - cen.rao@gmail.com - gmail — mozilla firefox       1  cen-xps8900  2025-08-27
157     17564  1.756332e+09    wasted         3                                                                                                                                                                  mozilla firefox       1  cen-xps8900  2025-08-27
158     17565  1.756332e+09  learning        11                                                                                                                                                  google gemini — mozilla firefox       1  cen-xps8900  2025-08-27
159     17566  1.756332e+09  learning         9                                                                                                                                                  jobhunting2025 : bash — konsole       1  cen-xps8900  2025-08-27
160     17567  1.756332e+09  learning        21                                                                                                                                                  google gemini — mozilla firefox       1  cen-xps8900  2025-08-27
161     17568  1.756332e+09  learning        20                                                                                                                                                  jobhunting2025 : bash — konsole       1  cen-xps8900  2025-08-27
162     17569  1.756332e+09  learning        16                                                                                                                                                  google gemini — mozilla firefox       1  cen-xps8900  2025-08-27
163     17570  1.756333e+09  learning         3                                                                                                                                                  jobhunting2025 : bash — konsole       1  cen-xps8900  2025-08-27
164     17572  1.756331e+09      idle         6                                                                                                                                                                   Computer Sleep       1  cen-xps8900  2025-08-27
165     17573  1.756332e+09  learning       227                                                                                                                                                                          desktop       1  cen-xps8900  2025-08-27
166     17574  1.756332e+09      idle         5                                                                                                                                                                   Computer Sleep       1  cen-xps8900  2025-08-27
167     17575  1.756332e+09      idle         0                                                                                                                                                                   Computer Sleep       1  cen-xps8900  2025-08-27
168     17576  1.756332e+09      idle         0                                                                                                                                                                   Computer Sleep       1  cen-xps8900  2025-08-27
169     17577  1.756332e+09      idle         0                                                                                                                                                                   Computer Sleep       1  cen-xps8900  2025-08-27
170     17578  1.756332e+09      idle         0                                                                                                                                                                   Computer Sleep       1  cen-xps8900  2025-08-27
171     17579  1.756333e+09  learning       494                                                                                                                                                  google gemini — mozilla firefox       1  cen-xps8900  2025-08-27
172     17580  1.756333e+09  learning       181                                                                                                                                                  google gemini — mozilla firefox       1  cen-xps8900  2025-08-27
